source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD027068_NCB4496A48LC3_H6_NCB4496A48LC3-40-214337	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	127	PXD027068_NCB4496A48LC3_H6_NCB4496A48LC3-40-214337_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A48LC3_H6_NCB4496A48LC3-40-214337.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4461A8LC3_H1_NCB4461A8LC3-40-209147	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	128	PXD027068_NCB4461A8LC3_H1_NCB4461A8LC3-40-209147_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4461A8LC3_H1_NCB4461A8LC3-40-209147.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A45LC3_E6_NCB4460A45LC3-40-210540	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	129	PXD027068_NCB4460A45LC3_E6_NCB4460A45LC3-40-210540_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A45LC3_E6_NCB4460A45LC3-40-210540.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4460A65LC3_A9_NCB4460A65LC3-40-211332	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	130	PXD027068_NCB4460A65LC3_A9_NCB4460A65LC3-40-211332_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4460A65LC3_A9_NCB4460A65LC3-40-211332.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A54LC2_F10_NCB4497A54LC2-40-215387	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	2	PXD027068_NCB4497A54LC2_F10_NCB4497A54LC2-40-215387_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	10	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A54LC2_F10_NCB4497A54LC2-40-215387.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A22LC2_B5_NCB4510A22LC2-40-216249	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	131	PXD027068_NCB4510A22LC2_B5_NCB4510A22LC2-40-216249_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A22LC2_B5_NCB4510A22LC2-40-216249.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A103LC3_C3_NCB4459A103LC3-40-208550	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	132	PXD027068_NCB4459A103LC3_C3_NCB4459A103LC3-40-208550_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A103LC3_C3_NCB4459A103LC3-40-208550.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A48LC2_H9_NCB4497A48LC2-40-215380	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	133	PXD027068_NCB4497A48LC2_H9_NCB4497A48LC2-40-215380_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A48LC2_H9_NCB4497A48LC2-40-215380.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A130LC3_F6_NCB4459A130LC3-40-209077	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	1	PXD027068_NCB4459A130LC3_F6_NCB4459A130LC3-40-209077_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	6	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A130LC3_F6_NCB4459A130LC3-40-209077.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A22LC2_B5_NCB4497A22LC2-40-215352	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	134	PXD027068_NCB4497A22LC2_B5_NCB4497A22LC2-40-215352_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A22LC2_B5_NCB4497A22LC2-40-215352.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A102LC3_B3_NCB4459A102LC3-40-208549	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	135	PXD027068_NCB4459A102LC3_B3_NCB4459A102LC3-40-208549_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A102LC3_B3_NCB4459A102LC3-40-208549.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4510A36LC2_H6_NCB4510A36LC2-40-216363	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	136	PXD027068_NCB4510A36LC2_H6_NCB4510A36LC2-40-216363_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4510A36LC2_H6_NCB4510A36LC2-40-216363.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A166LC3_B11_NCB4459A166LC3-40-209125	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	137	PXD027068_NCB4459A166LC3_B11_NCB4459A166LC3-40-209125_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A166LC3_B11_NCB4459A166LC3-40-209125.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4509A44LC2_D9_NCB4509A68LC3-40-215868	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	138	PXD027068_NCB4509A44LC2_D9_NCB4509A68LC3-40-215868_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4509A44LC2_D9_NCB4509A68LC3-40-215868.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4496A9LC3_A2_NCB4496A9LC3-40-211920	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	139	PXD027068_NCB4496A9LC3_A2_NCB4496A9LC3-40-211920_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A9LC3_A2_NCB4496A9LC3-40-211920.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A31LC2_C6	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	140	PXD027068_NCB4580A31LC2_C6_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A31LC2_C6.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4580A23LC2_C5	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	141	PXD027068_NCB4580A23LC2_C5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4580A23LC2_C5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4496A16LC3_H2_NCB4496A16LC3-40-211907	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	142	PXD027068_NCB4496A16LC3_H2_NCB4496A16LC3-40-211907_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A16LC3_H2_NCB4496A16LC3-40-211907.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4497A2LC2_B1_NCB4497A2LC2-40-215360	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	143	PXD027068_NCB4497A2LC2_B1_NCB4497A2LC2-40-215360_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4497A2LC2_B1_NCB4497A2LC2-40-215360.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4496A47LC3_G6_NCB4496A47LC3-40-214336	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	144	PXD027068_NCB4496A47LC3_G6_NCB4496A47LC3-40-214336_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A47LC3_G6_NCB4496A47LC3-40-214336.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A88LC3_D1_NCB4459A88LC3-40-208655	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	145	PXD027068_NCB4459A88LC3_D1_NCB4459A88LC3-40-208655_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A88LC3_D1_NCB4459A88LC3-40-208655.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4496A40LC3_H5_NCB4496A40LC3-40-214329	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	146	PXD027068_NCB4496A40LC3_H5_NCB4496A40LC3-40-214329_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4496A40LC3_H5_NCB4496A40LC3-40-214329.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
PXD027068_NCB4459A126LC3_B6_NCB4459A126LC3-40-209073	Caenorhabditis elegans	gut, muscle, skin, and nervous system	neurons (including AFD neurons)	147	PXD027068_NCB4459A126LC3_B6_NCB4459A126LC3-40-209073_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:2;TA=Protein N-term;MT=Variable	NT=Deamidation;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	NT=K-Biot;AC=null;TA=K;MT=Variable	NT=N-termBiot;AC=null;TA=Protein N-terminus;MT=Variable	not available	not available	not available	not available	not available	not available	2 h	22 °C	NCB4459A126LC3_B6_NCB4459A126LC3-40-209073.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=invertebrates;VV=v1.1.0
