accession	pubmed_id	pmc_id	raw_file_count	organism	taxids	experiment_types	pub_license	Reannotated	Reannotation_QC	spectral_file_types
PXD067354	39314317.0		6	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD067352	39314317.0		6	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD064535			16	Lyssavirus rabies; Rabies virus cvs-11	11292; 11294	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD062557	0.0		42	Caenorhabditis elegans	6239	SRM/MRM; Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD055169			301	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MZID;RAW
PXD059495	40840759.0	PMC12509755	6	Homo sapiens (human)	9606	Bottom-up proteomics	CC BY-NC-ND	False	False	RAW;ZIP
PXD059552	0.0		30	Homo sapiens (human)	9606	Data-dependent acquisition		False	False	RAW
PXD062203	0.0		0	Homo sapiens (human)	9606	diaPASEF		False	False	ZIP
PXD063145	40925366.0	PMC12539243	49	Rattus norvegicus (rat); Homo sapiens (human)	10116; 9606	Data-independent acquisition; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD016355	0.0		28	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD064795			0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	ZIP
PXD069844	0.0		33	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD069360	0.0		2	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD061693			9	Homo sapiens (human)	9606	Data-independent acquisition; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition		False	False	RAW
PXD059635			0	Trypanosoma brucei	5691	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML
PXD059716	41205924.0	PMC12796112	16	Homo sapiens (human)	9606	Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition	CC BY	False	False	RAW
PXD066874	41205924.0	PMC12796112	16	Homo sapiens (human)	9606	Data-independent acquisition; Bottom-up proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD052926	40359261.0		24	Canis familiaris (dog) (canis lupus familiaris)	9615	Bottom-up proteomics		False	False	RAW
PXD059180			0	Homo sapiens (human)	9606	Data-dependent acquisition		False	False	ZIP
PXD069512	0.0		116	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD063786			14	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD065905	0.0		88	Homo sapiens (human); Bacillus subtilis	9606; 1423	Chemical cross-linking coupled with mass spectrometry proteomics; Bottom-up proteomics; Data-dependent acquisition		False	False	RAW
PXD069219	41187081.0	PMC12625987	2	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	MZML;RAW
PXD048145	0.0		0	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML
PXD066251	0.0		3	Homo sapiens (human)	9606	Bottom-up proteomics; Data-dependent acquisition		False	False	MGF;RAW
PXD065958	0.0		13	Escherichia coli	562	Bottom-up proteomics		False	False	MGF;RAW
PXD065870	0.0		11	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065859	0.0		9	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065949	0.0		9	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065956	0.0		8	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065871	0.0		18	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065961	0.0		13	Escherichia coli; Homo sapiens (human)	562; 9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065858	0.0		18	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065912	0.0		18	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065946	0.0		18	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD065869	0.0		45	Homo sapiens (human)	9606	Bottom-up proteomics		False	False	MGF;RAW
PXD048030	0.0		20	Mus musculus (mouse)	10090	Bottom-up proteomics		False	False	RAW
PXD057404	41315592.0	PMC12663406	0	Homo sapiens (human)	9606	Affinity proteomics; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition	CC BY-NC-ND	False	False	ZIP
PXD062741			40	Mus musculus (mouse)	10090	Data-independent acquisition; Affinity purification coupled with mass spectrometry proteomics; Data-dependent acquisition		False	False	RAW
