source name	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_02	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	135	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_28	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	136	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_28_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_28.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_23	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	137	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_23_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_23.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_36	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	138	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_36_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_36.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_08	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	139	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_08_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_08.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_02	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	140	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_02_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_02.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_12	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	141	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_12_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_12.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_28	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	142	PXD003643_Belsom_Rappsilber_CASP11_Target2_Tx808_28_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target2_Tx808_28.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_13	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	143	PXD003643_Belsom_Rappsilber_CASP11_Target4_Tx812_13_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target4_Tx812_13.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_30	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	144	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_35	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	145	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_35_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_35.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_07	NT=Ruminococcus gnavus;AC=NCBITaxon:33038	NT=Homo sapiens (human);AC=NCBITaxon:9606	NT=Bacteroides caccae;AC=NCBITaxon:47678	NT=Staphylococcus aureus;AC=NCBITaxon:1280	not available	not available	146	PXD003643_Belsom_Rappsilber_CASP11_Target3_Tx767_07_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=sulfo-SDA;AC=XLMOD:02136	not available	not available	2:1, 1:1, 0.5:1, 0.25:1 (w/w)	1 h (dark reaction) and 15/30/45/60 min (UV photoactivation)	room temperature	Belsom_Rappsilber_CASP11_Target3_Tx767_07.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0
